indice,residuos,residuos_especiales,agua,energia,conciencia
5735,1,0.5,0,0,1
5736,1,1,0,1,1
5737,1,0.5,0,0,1
5738,1,0.5,0,0.5,1
5739,1,0.5,0,0.5,1
5740,1,0.5,0,0,1
5741,1,0,1,0.5,0.5
5742,0,0,0,0,1
5743,0,0.5,0,0.5,1
5744,0,0,0.5,0,0.5
5745,0.5,0,0,0.5,0.5
5746,0,0,0,0,0.5
5747,0,0,0.5,0,1
5748,0,0,0,0,1
5749,0,0,0.5,0,0.5
5750,0,0,0,0,0.5
5751,1,0,0,0,0
5752,1,0.5,0,0.5,1
5753,0,0.5,0,0.5,1
5754,0,0.5,0,0.5,1
5755,0,0,0,0,1
5756,0,0.5,0,0,1
5757,1,0.5,0,0,1
5758,1,0.5,0,0,0
5759,1,0,0.5,1,1
5760,0,0,0.5,0,1
5761,1,0.5,1,1,0
5762,1,1,0.5,1,1
5763,0,0.5,0,1,1
5764,1,0.5,1,1,0
5765,0,0.5,0.5,0,0.5
5766,1,1,1,0.5,1
5767,1,0.5,0.5,0.5,1
5768,1,0,1,1,1
5769,1,0,0.5,1,0.5
5770,1,0,1,1,1
5771,0,0.5,0.5,1,0.5
5772,0,0,1,1,1
5773,1,0,0.5,1,0.5
5774,0,0,0.5,0.5,1
5775,0,0,0.5,1,1
5776,0,0.5,1,0.5,0.5
5777,0,0,1,1,1
5778,0,0,0,0,0
5779,0,0,1,1,0
5780,0,0.5,0.5,1,1
5781,0,0,0.5,1,1
5782,0,0,1,1,1
5783,1,0,0,0.5,1
5784,1,0.5,0,0,1
5785,1,0.5,0,0.5,1
5786,1,0.5,0,0.5,1
5787,1,0.5,0,0.5,1
5788,1,0,1,0,0.5
5789,0,0,0.5,0.5,0.5
5790,1,0.5,0.5,0,1
5791,1,0.5,1,1,1
5792,1,0.5,0,0,1
5793,1,0.5,1,1,1
5794,1,0.5,0.5,0.5,1
5795,0,0.5,0,0,0.5
5796,0,0.5,0,0,1
5797,0,0.5,0,0,1
5798,0,0.5,0,0,1
5799,0,0,1,0.5,1
5800,1,0,0.5,0.5,1
5801,0,0,0.5,0.5,1
5802,0,0,0.5,0.5,1
5803,1,0,0,0.5,1
5804,0,0,0.5,1,1
5805,0,0.5,0,1,1
5806,0,0,0,1,1
5807,0,0.5,0,0,1
5808,0,0.5,0,0,1
5809,0,0,1,1,1
5810,0,0,1,0.5,1
5811,0,0.5,0,1,1
5812,0,0,0,1,1
5813,0,0,1,0,1
5814,0,0,1,0,1
5815,1,0,0.5,0.5,1
5816,0,0,1,0.5,1
5817,0,0.5,0,0,1
5818,0,0,1,1,1
5819,0,0,0.5,0,1
5820,0,0,1,0.5,1
5821,1,0,1,0,1
5822,0,0,0,1,1
5823,0,0,0,1,1
5824,0,0.5,1,0,1
5825,0,0.5,0,0,1
5826,0,0.5,0,0,1
5827,0,0.5,0,0,0.5
5828,0,0,0,1,1
5829,0,0.5,0,0,1
5830,0.5,0,0.5,0.5,1
5831,1,0,1,1,1
5832,1,0.5,1,1,1
5833,0.5,0,1,1,0
5834,1,0.5,1,1,1
5835,1,0,1,1,1
5836,1,0.5,1,1,1
5837,0,0,1,1,0
5838,1,1,1,0,1
5839,1,0,1,1,1
5840,0.5,0.5,0.5,1,0
5841,1,0,1,1,1
5842,1,0,0.5,1,1
5843,0,0,0.5,1,1
5844,0,0.5,0,0,0
5845,0,0.5,0,0,1
5846,0,0.5,0,0,0.5
5847,1,0,0.5,0.5,1
5848,1,0,1,0.5,1
5849,0,0,0.5,0.5,1
5850,0,0,1,0.5,1
5851,0,0.5,0,0,1
5852,1,0,0.5,1,1
5853,1,0.5,0.5,1,1
5854,0,0.5,0,0,1
5855,0,0.5,0,0,0.5
5856,0,0.5,0,0,1
5857,0,0.5,0,0,1
5858,1,0,1,1,1
5859,1,0,0.5,1,1
5860,0,0,1,0,1
5861,0,0,0.5,0,1
5862,1,0.5,0,1,1
5863,0,0.5,0,1,0.5
5864,1,0.5,0.5,1,1
5865,1,0.5,0.5,1,1
5866,1,0,0,0,1
5867,1,0.5,0,1,1
5868,0.5,0,0,1,1
5869,0,0,1,0.5,1
5870,0.5,0,0,1,1
5871,0,0,1,1,1
5872,1,0,0,1,0
5873,1,0.5,0.5,1,1
5874,1,0,0.5,1,0.5
5875,1,0.5,1,1,1
5876,0.5,0,1,1,1
5877,1,0.5,0.5,1,1
5878,0,0,0,1,0
5879,0.5,0.5,0.5,1,1
5880,0,0,1,1,1
5881,1,0,1,1,0.5
5882,1,0,1,1,1
5883,1,0.5,1,1,1
5884,1,0.5,0.5,1,1
5885,1,0,1,1,1
5886,1,0,0,1,1
5887,1,0.5,1,1,1
5888,0.5,0,1,1,1
5889,0,0,0.5,1,1
5890,0,0,0,1,1
5891,0,0,0.5,1,1
5892,1,0.5,0,1,1
5893,1,0.5,0,1,0.5
5894,0,0.5,0,0,1
5895,0,0.5,0,0,1
5896,0,0.5,0,0,1
5897,0,0.5,0,0,0.5
5898,1,0,0.5,0.5,1
5899,1,0,1,0.5,1
5900,0,0,0,0,1
5901,0.5,0,0.5,1,1
5902,0,0,0,1,1
5903,1,0,0,0.5,1
5904,1,0.5,0,1,1
5905,1,0.5,0,0,0.5
5906,1,0,0,1,1
5907,1,0,1,0,1
5908,0,0.5,0,0,1
5909,1,0.5,0,0,0.5
5910,1,0.5,0,0,1
5911,1,0.5,0,1,1
5912,1,0,1,0,1
5913,1,0,1,0.5,1
5914,0.5,0,0,0.5,1
5915,0.5,0,1,0.5,1
5916,0.5,0.5,1,1,0.5
5917,1,0,0,1,0
5918,0.5,0,1,1,1
5919,1,0.5,1,1,0
5920,1,0,1,1,1
5921,0,0,0.5,1,1
5922,0.5,0,1,1,1
5923,0.5,0.5,0.5,0.5,0
5924,0,0,0.5,1,1
5925,1,0.5,1,1,1
5926,0.5,0,0.5,0,1
5927,1,0,0.5,0.5,1
5928,1,0.5,0,1,1
5929,1,0,0,1,1
5930,1,0.5,0.5,0.5,1
5931,1,0,1,0.5,1
5932,1,0.5,1,1,1
5933,0,0.5,0.5,0.5,1
5934,1,0,1,0,1
5935,0.5,0.5,0.5,0.5,1
5936,1,0,1,1,1
5937,0.5,0,0.5,1,1
5938,0.5,0.5,0.5,1,1
5939,0.5,0,0.5,0.5,1
5940,0.5,0,0.5,1,1
5941,1,1,1,0.5,1
5942,0.5,0.5,1,1,1
5943,0,0,0.5,1,1
5944,0.5,0,1,1,1
5945,0,0,0.5,1,1
5946,1,0,1,1,1
5947,0.5,0,0.5,0.5,1
5948,1,0,1,1,1
5949,1,0.5,1,1,1
5950,0.5,0.5,0,1,0
5951,0.5,1,0,0.5,1
5952,0.5,0.5,1,1,1
5953,1,0.5,0.5,0.5,1
5954,1,0,1,1,1
5955,0.5,0.5,1,1,1
5956,0.5,0.5,1,1,1
5957,1,1,0.5,1,1
5958,1,0,0,0.5,1
5959,1,0,1,1,1
5960,0,0,0.5,1,1
5961,0.5,0,0.5,0.5,1
5962,0.5,0,0.5,0.5,0.5
5963,0,0,0.5,1,1
5964,0.5,0,0.5,1,1
5965,0,0,1,1,1
5966,1,0,1,0.5,1
5967,0.5,0,1,1,0.5
5968,0.5,0,1,1,0.5
5969,0,0,1,1,1
5970,1,0.5,1,0,0.5
5971,0.5,0,0,0,1
5972,1,0,1,0,0.5
5973,1,0,1,0.5,1
5974,1,0.5,1,1,1
5975,0,0,0,0,1
5976,0,0,0,0,1
5977,1,0,1,0.5,1
5978,0,0.5,0,0,0.5
5979,0.5,0.5,0.5,1,1
5980,1,0,0.5,0.5,1
5981,0.5,0,0.5,0.5,1
5982,0,0,1,0.5,1
5983,0,0,1,0.5,1
5984,0.5,0,0,1,0
5985,0.5,0,0.5,0.5,0
5986,0,0,1,0.5,0.5
5987,0,0.5,1,1,0.5
5988,0,0.5,0.5,0.5,0.5
5989,0,0,0.5,1,1
5990,0,0.5,0.5,0.5,1
5991,0,0,0.5,0,0.5
5992,0.5,0,1,0.5,1
5993,0,0,1,1,0.5
5994,0,0,0,1,0.5
5995,0,0,1,0.5,0.5
5996,0.5,0,0,1,1
5997,0.5,0,0,1,1
5998,1,0,0,1,1
5999,0.5,0,0.5,0,1
6000,1,0.5,0.5,0,0.5
6001,0.5,0,0.5,1,0
6002,0,0.5,0.5,1,1
6003,0.5,0,1,0.5,1
6004,0.5,0,0,1,1
6005,0,0.5,0.5,0,1
6006,0.5,0,1,0,1
6007,1,0,0.5,1,1
6008,0.5,0,0,1,0
6009,0.5,0,0,1,0
6010,1,0,1,1,1
6011,1,0,0,1,1
6012,0,0.5,0.5,0.5,0.5
6013,0,0.5,0,0.5,1
6014,1,0.5,0.5,1,1
6015,0,1,0.5,1,0.5
6016,1,0.5,1,1,0
6017,1,0.5,0.5,1,1
6018,1,0.5,0.5,1,1
6019,1,0,0,1,1
6020,0.5,0,0,0,1
6021,0,0,0,0.5,1
6022,1,0.5,1,0,1
6023,1,0,0,0,1
6024,0.5,0,1,0,1
6025,1,0,0,1,1
6026,0.5,0,0,1,0
6027,0,0.5,1,1,1
6028,0.5,0.5,0,1,0
6029,0,0.5,0.5,1,0.5
6030,1,0,0,1,1
6031,1,0,1,1,1
6032,0.5,0.5,1,0,1
6033,0.5,0,0.5,0,0.5
6034,1,0.5,0.5,0.5,1
6035,0,0,1,0.5,1
6036,0.5,0,1,0.5,1
6037,0.5,0,0.5,1,1
6038,1,0,0.5,1,1
6039,1,0,0.5,0.5,1
6040,0,0,0,1,1
6041,1,0,1,0.5,0
6042,0.5,0,1,1,1
6043,1,0,0.5,1,1
6044,1,0.5,1,1,1
6045,1,0,1,1,1
6046,0.5,0,1,1,1
6047,1,0,1,1,1
6048,1,0,1,1,1
6049,1,0,1,1,1
6050,0.5,0.5,1,1,1
6051,1,0,1,1,1
6052,1,0.5,1,1,1
6053,1,0.5,0.5,1,1
6054,1,0,1,1,1
6055,0.5,1,1,0,0
6056,1,0.5,0.5,0,1
6057,1,0.5,1,0,1
6058,0.5,1,1,0,0.5
6059,0.5,0.5,0.5,1,1
6060,1,1,1,1,1
6061,1,0,1,0,1
6062,1,0.5,0,0.5,1
6063,1,1,1,0.5,1
6064,1,0.5,1,0.5,0.5
6065,1,0.5,1,1,1
6066,1,0.5,1,0,0
6067,1,1,0.5,0,0.5
6068,0.5,1,0,0,0.5
6069,1,1,0,0,0
6070,0.5,0,1,0.5,0.5
6071,1,1,0,0,0
6072,0.5,1,1,0,0
6073,0.5,1,0,0.5,0
6074,1,1,0,0,0
6075,0.5,1,1,0.5,0
6076,1,1,1,0,0.5
6077,1,1,0,0,0
6078,1,0.5,1,0,1
6079,1,1,0,0.5,0
6080,1,1,1,0,1
6081,1,1,1,0,0
6082,1,1,0.5,0,0.5
6083,0.5,0.5,1,0,0.5
6084,0,1,0,0,1
6085,1,0.5,0,1,0
6086,1,0.5,0,0,0.5
6087,1,1,1,0,1
6088,1,0.5,1,0,0
6089,1,0.5,0.5,0,0.5
6090,0.5,0.5,0,0,1
6091,1,0,0,0,1
6092,0.5,1,1,0,1
6093,1,0,0.5,0.5,1
6094,1,1,0,0,1
6095,0.5,1,0,0,1
6096,1,1,1,0.5,1
6097,1,1,1,0,0
6098,1,1,0,0,1
6099,1,1,1,0,1
6100,1,1,0.5,1,0.5
6101,1,0,1,1,1
6102,1,1,1,1,1
6103,0.5,0.5,0,1,0
6104,0.5,0.5,0,1,0.5
6105,0.5,0.5,0,1,0
6106,1,0,0,1,1
6107,1,0.5,0.5,0.5,1
6108,0.5,0,0,0,1
6109,1,0,0,0.5,1
6110,1,0.5,1,1,0
6111,1,0.5,0,0.5,0
6112,1,0.5,1,1,1
6113,1,0.5,1,1,0
6114,0.5,0.5,0.5,0.5,0
6115,1,0.5,0.5,1,1
6116,1,0,0.5,0.5,1
6117,1,0.5,0,0,1
6118,0.5,0.5,0,0,0
6119,1,0.5,0,0,0.5
6120,1,0.5,1,0.5,1
6121,1,0.5,0,0.5,1
6122,1,0.5,0.5,1,0
6123,1,1,0,0.5,0
6124,1,0,0,0.5,0
6125,1,0.5,0,1,1
6126,1,0,0,0.5,0.5
6127,0.5,1,0,1,0
6128,1,1,1,0,1
6129,1,1,1,0,0
6130,1,1,0,0.5,1
6131,1,1,0,0,0.5
6132,1,1,1,0,0
6133,1,1,0,1,1
6134,1,1,0,0,1
6135,1,1,0,0,1
6136,1,1,1,0,1
6137,1,1,0.5,0.5,0.5
6138,1,0.5,1,1,1
6139,1,0.5,0,1,0
6140,0,0,0,1,1
6141,1,0.5,0,0,1
6142,1,0,0,1,1
6143,1,0,0.5,1,1
6144,0.5,0.5,0,0.5,0.5
6145,0.5,0.5,0,0,0.5
6146,0.5,0.5,0,0.5,0.5
6147,1,0.5,0,0.5,0
6148,1,1,1,1,1
6149,1,0.5,0,0.5,0
6150,0.5,0.5,0,0,0
6151,0.5,1,0.5,0.5,1
6152,1,1,0,1,1
6153,1,1,1,0,1
6154,1,1,1,1,1
6155,1,1,1,0,1
6156,1,1,1,0.5,1
6157,1,1,1,0.5,1
6158,1,0,1,1,0
6159,1,0.5,1,1,0
6160,0.5,1,1,0.5,1
6161,1,0.5,0.5,1,1
6162,1,0.5,1,0.5,1
6163,1,0.5,1,0.5,1
6164,1,0,1,1,1
6165,1,1,0.5,1,1
6166,1,0.5,1,0.5,1
6167,0.5,0,1,0,1
6168,1,0,1,1,1
6169,1,1,0.5,1,1
6170,1,0.5,0.5,1,1
6171,1,0,0.5,0,1
6172,1,0,1,1,1
6173,1,0.5,1,0.5,1
6174,1,0.5,1,0.5,1
6175,1,0.5,0.5,1,1
6176,1,0.5,1,0,1
6177,1,1,1,0.5,1
6178,1,0.5,1,0.5,1
6179,1,0,1,1,1
6180,1,0.5,1,1,1
6181,1,0.5,0.5,1,1
6182,1,0.5,0.5,1,1
6183,1,0,1,1,1
6184,1,0.5,0.5,0.5,1
6185,1,0,1,1,1
6186,1,0.5,0.5,1,1
6187,0.5,0.5,1,0,0.5
6188,0.5,0,0,0.5,0
6189,1,0.5,0.5,0,1
6190,1,0.5,1,0,0
6191,0.5,0.5,0.5,0.5,0
6192,0,0.5,0,0,0
6193,0,0.5,1,1,1
6194,1,0.5,0.5,0.5,1
6195,0.5,0.5,1,0,0.5
6196,0.5,0.5,0.5,0,0
6197,1,0.5,0,0,1
6198,0.5,0.5,0.5,0.5,0
6199,0,0.5,0,1,1
6200,0,1,0,0,1
6201,0,0.5,0,0,1
6202,0,1,0.5,0,0
6203,0,1,0,0,1
6204,0,0.5,0,1,1
6205,0,1,0.5,0.5,0
6206,1,1,0,0,1
6207,0,1,0,0,1
6208,0,0.5,1,0,1
6209,0,1,0,0,1
6210,0,1,0.5,0,0
6211,1,1,0,0.5,0.5
6212,1,1,0.5,1,1
6213,1,0.5,0,0,0.5
6214,0,1,0,0,0
6215,0,1,0,1,0
6216,1,1,0,0.5,0
6217,1,0.5,0,1,0.5
6218,1,0.5,0.5,1,1
6219,0,1,0.5,1,0
6220,0,1,0.5,0.5,0.5
6221,0,0.5,0,0,1
6222,0,0.5,0,0,1
6223,1,0.5,0,0.5,0
6224,0,1,0,0,0
6225,0,1,0,1,0.5
6226,0,1,0.5,0,0
6227,0,0.5,0,1,0.5
6228,0,1,0.5,1,1
6229,0,1,1,1,0
6230,0,0.5,0,1,0.5
6231,0,1,0,1,0
6232,0,1,0,0,1
6233,0,1,0,0.5,1
6234,0,1,0,1,0
6235,1,0.5,0,0,0
6236,1,0.5,0.5,0,1
6237,1,1,0.5,0,1
6238,1,0.5,0,1,1
6239,1,0.5,1,0.5,0.5
6240,1,0,0.5,0.5,1
6241,1,0.5,0.5,0,0.5
6242,1,0.5,0,0,0.5
6243,1,0.5,0,1,0.5
6244,0.5,0.5,0,0.5,0
6245,1,0.5,0,0.5,0.5
6246,0.5,0.5,0,0.5,0
6247,1,0.5,0,1,0
6248,1,0.5,1,0.5,0.5
6249,1,0.5,0.5,0,0.5
6250,0,0.5,0.5,1,0.5
6251,0,0.5,1,0.5,1
6252,0.5,1,1,0,1
6253,1,0.5,1,1,1
6254,1,0.5,0.5,0,1
6255,1,0.5,1,1,0.5
6256,1,0.5,0,0.5,0.5
6257,0,0,0.5,0,0
6258,1,0,0,0,0.5
6259,1,0.5,0.5,0,0
6260,0,1,1,1,0.5
6261,1,0,0,0,0
6262,0.5,0,0,0,0.5
6263,1,0.5,0,0,0.5
6264,1,0,0,0,0.5
6265,1,0,0.5,1,0
6266,1,0,0,0,0
6267,1,0.5,0,1,1
6268,0,0.5,0,0,0.5
6269,1,0,0.5,1,0
6270,1,0.5,0,0,1
6271,1,0.5,0,0,1
6272,1,0,0.5,0.5,1
6273,0.5,0,0,0,0.5
6274,1,0.5,1,1,0.5
6275,0,1,1,0,0.5
6276,0.5,0.5,0.5,0,0.5
6277,1,0.5,0,1,1
6278,1,0.5,1,0,0
6279,0.5,0.5,1,0,1
6280,1,1,0.5,1,0.5
6281,1,0.5,0.5,1,1
6282,1,0.5,0,1,0
6283,0.5,1,0.5,1,0
6284,1,0.5,0.5,0.5,0
6285,1,1,0,1,0.5
6286,0.5,0,1,1,0
6287,1,1,0,0.5,0.5
6288,1,0.5,0,1,0
6289,1,1,0,0,0.5
6290,1,0.5,0.5,0,0.5
6291,1,0.5,0,1,0
6292,1,1,0,1,0.5
6293,0.5,0.5,0.5,0.5,0
6294,1,0.5,1,0.5,0
6295,0.5,0.5,1,0,0.5
6296,1,0.5,1,0,0.5
6297,1,0.5,1,1,0
6298,0.5,0.5,0,0,1
6299,1,0,1,0.5,0.5
6300,0.5,0.5,0,0,0
6301,1,0.5,1,1,0
6302,1,0.5,1,1,1
6303,0.5,0.5,0,0,0.5
6304,1,0.5,1,0,0.5
6305,1,0.5,0,1,0
6306,0,1,0.5,0.5,0
6307,1,0.5,1,1,0
6308,1,0,0.5,0.5,0
6309,1,0.5,0.5,1,0
6310,0.5,0.5,0.5,0,0
6311,0,0.5,0,0,0
6312,1,0.5,0.5,0.5,1
6313,0,0.5,0.5,0,0
6314,1,0.5,0.5,0,0
6315,1,0.5,0.5,0.5,0
6316,1,0.5,0.5,0,0
6317,0,0.5,0,0.5,1
6318,1,1,0,1,1
6319,0.5,0.5,0,1,1
6320,1,0.5,0.5,1,1
6321,1,0,0,0.5,1
6322,0,0,0,1,1
6323,1,1,0,0.5,1
6324,1,0.5,0,0.5,1
6325,0,0.5,0.5,1,1
6326,1,0.5,0,1,1
6327,0,0.5,0,1,1
6328,1,0.5,0.5,0.5,1
6329,0.5,0.5,0.5,1,0
6330,1,1,0,1,1
6331,1,0,0.5,0.5,0
6332,0.5,0.5,0.5,1,1
6333,1,0.5,0,0.5,0
6334,1,0.5,0,0,1
6335,1,1,0,0.5,1
6336,1,1,0.5,0,1
6337,0.5,1,0,0.5,1
6338,1,0.5,0,1,0.5
6339,1,1,0,0,1
6340,1,0.5,0,1,0
6341,1,0.5,0.5,0.5,0
6342,1,0,1,0,0.5
6343,0.5,0.5,0,1,1
6344,1,1,0,1,1
6345,1,0,0,1,0
6346,1,0.5,0,1,0
6347,1,1,0,1,1
6348,1,0.5,0,1,0
6349,1,1,0,0.5,0
6350,1,0.5,0,1,1
6351,1,0.5,0,1,1
6352,1,0.5,0,1,1
6353,1,0.5,1,0.5,0
6354,1,0.5,0,1,0
6355,1,0.5,0,1,0
6356,0.5,0,0,1,0
6357,1,0.5,0.5,0,0.5
6358,0.5,1,0,0.5,0
6359,0.5,0.5,0,1,0
6360,1,0.5,0,1,0
6361,1,0,1,1,0
6362,0.5,0.5,1,0.5,0.5
6363,0.5,0.5,0.5,0,0.5
6364,1,0.5,0,1,1
6365,0.5,0.5,1,1,0.5
6366,0.5,0,1,1,0
6367,0.5,0.5,1,0.5,0.5
6368,1,0.5,0.5,1,0
6369,1,1,1,0.5,1
6370,1,0.5,0.5,1,0
6371,1,0.5,1,1,0
6372,1,0.5,1,1,0
6373,1,0.5,1,1,0
6374,1,0,0.5,1,0
6375,0.5,0.5,1,0,1
6376,1,0.5,0.5,1,0.5
6377,0.5,1,1,1,0
6378,0.5,0,1,0,0
6379,0.5,0.5,1,0,1
6380,1,0.5,0,1,0.5
6381,1,0.5,1,1,0.5
6382,1,1,1,0.5,0.5
6383,1,1,0,0.5,1
6384,0.5,0.5,1,0,0.5
6385,1,0.5,1,1,1
6386,0.5,0,1,0,0
6387,1,1,0.5,0.5,1
6388,1,0.5,1,1,1
6389,0.5,0.5,1,0.5,1
6390,1,0,0,0,1
6391,0.5,0.5,0,0.5,1
6392,1,0.5,0,1,0.5
6393,1,0.5,0.5,1,1
6394,1,0,0,1,1
6395,1,0,0,1,1
6396,1,0.5,1,0.5,1
6397,0.5,0.5,1,1,1
6398,1,0,0,1,1
6399,0,0.5,0.5,1,1
6400,1,0.5,1,0,1
6401,0,0,1,0,1
6402,0,0.5,0,0,1
6403,1,0.5,0,1,1
6404,1,0,0,1,1
6405,0.5,0.5,0,1,1
6406,1,0.5,1,0,1
6407,1,1,0,1,1
6408,1,1,0,0,1
6409,0.5,0.5,1,0,1
6410,0,0.5,0,0,1
6411,1,0.5,0,0,0.5
6412,1,0.5,0,0,0
6413,1,1,0,0,1
6414,1,0.5,0,0.5,1
6415,1,0.5,1,1,1
6416,1,0.5,1,0.5,1
6417,1,0,1,0.5,1
6418,0.5,0.5,0,0,1
6419,0.5,0.5,0,0.5,1
6420,1,0.5,0,0,1
6421,1,0.5,0,0.5,0.5
6422,0.5,0,1,1,1
6423,1,0,1,0.5,1
6424,0,1,0,0,1
6425,1,0.5,0,0,1
6426,0,0.5,0.5,0,1
6427,1,0.5,0.5,0.5,1
6428,1,0.5,1,0.5,1
6429,0,0.5,0.5,0.5,1
6430,0,0,0.5,0,1
6431,1,0.5,0.5,1,1
6432,1,0.5,0.5,0.5,0
6433,1,0.5,0,1,0.5
6434,0,1,1,0,1
6435,1,0.5,0,1,0.5
6436,1,0.5,0.5,1,0.5
6437,0,1,0,0,1
6438,1,0.5,0.5,0.5,1
6439,1,0.5,0,1,1
6440,1,0.5,0.5,0.5,1
6441,0,1,1,0,1
6442,1,0.5,1,0.5,1
6443,1,0.5,0.5,0,1
6444,1,0.5,0,0.5,0.5
6445,1,0.5,0.5,1,0.5
6446,0,0,1,0,0.5
6447,1,0.5,0.5,0.5,1
6448,1,0.5,0.5,0,1
6449,0,0.5,1,0.5,0.5
6450,0,1,0.5,1,1
6451,0,0.5,0.5,0,1
6452,1,1,1,1,1
6453,0,1,0.5,1,1
6454,1,0.5,1,0.5,1
6455,0,0.5,0.5,0,1
6456,0.5,0.5,1,1,1
6457,1,0.5,0.5,1,0.5
6458,0.5,0.5,0,0,1
6459,1,0.5,0.5,1,1
6460,0,1,0.5,0,1
6461,1,0,0.5,0,1
6462,1,0.5,1,0.5,1
6463,0,1,0.5,0,1
6464,1,1,1,0.5,0.5
6465,1,0,0.5,1,1
6466,1,0.5,0,0,1
6467,1,0.5,0.5,1,1
6468,0,0,0,0.5,1
6469,1,0.5,0.5,0,1
6470,0,0,0,0.5,1
6471,1,0.5,0,0.5,1
6472,1,0.5,0.5,0.5,1
6473,0.5,0,0,1,0
6474,1,0.5,0.5,1,1
6475,0.5,0.5,1,0.5,1
6476,1,0.5,0.5,0.5,1
6477,0.5,0,0,1,1
6478,1,0,0.5,1,1
6479,0,0,1,0.5,1
6480,0.5,0.5,1,0,1
6481,0.5,0.5,1,0,1
6482,0.5,0.5,0.5,0,1
6483,1,0.5,0.5,0,1
6484,0.5,1,1,1,0.5
6485,1,1,0,0.5,1
6486,0,0.5,0.5,1,1
6487,0.5,0.5,0,1,0
6488,0,0.5,0,1,0
6489,1,1,0.5,0,1
6490,1,0.5,0,1,1
6491,1,0.5,0.5,1,1
6492,1,0.5,0,0,0
6493,0.5,0.5,1,0,0.5
6494,1,0,0.5,0,0.5
6495,1,0.5,1,0.5,0.5
6496,0.5,0.5,1,0,0.5
6497,1,0.5,1,0,1
6498,0.5,0.5,0,1,0.5
6499,1,0.5,0,0,0.5
6500,0,0.5,1,0,1
6501,0.5,0.5,1,1,1
6502,1,0.5,1,0,1
6503,1,0.5,1,1,0
6504,1,0.5,1,0,0.5
6505,0.5,1,0.5,0,0.5
6506,0.5,0.5,0,0,0.5
6507,1,1,1,0,0.5
6508,1,0.5,0.5,0,0.5
6509,0.5,0.5,0,1,0.5
6510,1,0.5,0.5,0,0.5
6511,0.5,0.5,1,0,1
6512,1,0.5,0.5,0,0
6513,0.5,0.5,0.5,0.5,0
6514,0,0.5,0.5,1,1
6515,1,0.5,0,0.5,1
6516,0.5,0.5,1,1,1
6517,1,0.5,1,1,1
6518,0.5,0.5,1,1,1
6519,0.5,0.5,1,1,1
6520,1,0.5,0.5,0.5,1
6521,0.5,0.5,0.5,1,0.5
6522,0.5,0.5,0.5,0.5,1
6523,0.5,0.5,0,1,1
6524,1,0.5,0.5,1,1
6525,1,0.5,1,1,1
6526,1,0.5,0.5,0.5,1
6527,0,0,0,0,0.5
6528,0,0,0,0,0.5
6529,0,0,1,0,0.5
6530,0.5,1,0.5,0.5,1
6531,1,1,0.5,0.5,1
6532,0.5,0.5,0.5,1,0.5
6533,0.5,0.5,1,0,0.5
6534,0.5,0.5,1,0,1
6535,1,0.5,0.5,0,1
6536,0.5,0.5,0.5,0,0.5
6537,1,0.5,0.5,1,1
6538,1,0.5,0.5,0.5,1
6539,1,1,0.5,1,1
6540,1,1,1,1,1
6541,1,0.5,0.5,0,0
6542,1,0.5,0,0.5,0
6543,1,1,1,1,1
6544,1,0,0,1,1
6545,1,1,0,0,0
6546,1,1,0.5,0,0
6547,0,0,0.5,0.5,0
6548,1,1,0.5,1,1
6549,1,1,0.5,1,1
6550,1,1,0,0.5,0.5
6551,1,0.5,0.5,1,0
6552,1,1,0,0,0
6553,1,1,1,0.5,0
6554,1,1,0,1,0
6555,1,1,1,0.5,0
6556,1,1,1,0,0
6557,1,0.5,0.5,1,0
6558,1,1,0.5,0.5,0
6559,1,0.5,1,1,0
6560,1,1,0,1,0.5
6561,1,1,0,1,0
6562,1,1,0,0,0
6563,0.5,0.5,0,0,0
6564,1,1,1,0,1
6565,1,0.5,0,0,1
6566,1,1,1,0,1
6567,0.5,0.5,1,0,0
6568,0,1,0,0.5,1
6569,1,0.5,0.5,0,1
6570,0.5,0,1,0.5,1
6571,0,0.5,0,0,0
6572,0.5,0.5,1,0,1
6573,1,0,1,1,1
6574,0.5,0.5,0,1,0
6575,1,0,1,1,1
6576,1,1,1,0.5,1
6577,1,0.5,1,0,1
6578,1,0.5,1,1,1
6579,1,0.5,1,1,1
6580,1,0.5,0,1,1
6581,0.5,1,0,0,0
6582,1,0.5,0.5,0,1
6583,1,0.5,0,0.5,0
6584,0.5,0.5,0.5,1,1
6585,1,0.5,1,0,1
6586,1,0.5,1,1,1
6587,0,0.5,0,1,0
6588,0,0.5,0.5,0.5,1
6589,0,1,0.5,0,1
6590,1,1,0.5,0.5,0.5
6591,0,0.5,0.5,0,1
6592,0.5,0.5,0.5,0.5,1
6593,0,1,1,0,1
6594,0.5,1,0,0,0.5
6595,0,0,1,0,1
6596,0,0.5,0,0.5,0
6597,0,1,0,0,0
6598,0,1,0.5,0,1
6599,1,0,0,1,1
6600,0.5,0,0.5,0.5,1
6601,0,0,0,1,1
6602,1,0,0,0,1
6603,1,0.5,0.5,0.5,1
6604,1,0.5,1,1,1
6605,0.5,0.5,1,1,1
6606,1,0.5,0,1,1
6607,1,0.5,1,0,1
6608,0.5,0.5,0,1,1
6609,1,0.5,0,0.5,0
6610,1,0,1,0,1
6611,1,0,1,0,1
6612,1,0,0,0,1
6613,1,0.5,0,1,1
6614,1,0.5,0,1,1
6615,1,0,0.5,0,1
6616,0.5,0.5,0.5,0,1
6617,1,0.5,1,1,1
