indice,residuos,residuos_especiales,agua,energia,conciencia
3662,1,1,0.5,0,1
3663,1,1,0,1,0
3664,0.5,0.5,0,1,1
3665,0.5,0.5,1,0.5,1
3666,0,1,1,1,1
3667,0.5,0.5,0.5,0,0.5
3668,1,0,1,0,1
3669,1,1,0,0.5,0.5
3670,0.5,0.5,0,0,1
3671,1,1,1,0,1
3672,0.5,1,1,0,0.5
3673,0,0,1,0,1
3674,1,0.5,1,0,1
3675,1,0.5,0,0,0
3676,1,0.5,0.5,0,1
3677,1,0.5,0,1,1
3678,0,0.5,0,0,1
3679,0.5,0,0,1,1
3680,0.5,0.5,0,1,1
3681,1,1,1,0,1
3682,0.5,0.5,0,0.5,0.5
3683,1,0.5,1,0,0.5
3684,0.5,0.5,1,0,0.5
3685,1,1,1,0,0.5
3686,0.5,0.5,1,0,0.5
3687,0.5,0.5,0,0,1
3688,1,0.5,1,0,0.5
3689,0.5,1,0,0.5,1
3690,1,0.5,0.5,0,0
3691,1,0.5,1,0,0
3692,1,0.5,0,0,0
3693,1,0.5,1,0,0.5
3694,1,0.5,1,0,0
3695,1,0.5,1,1,1
3696,0.5,1,1,1,1
3697,1,0,1,1,0
3698,1,0.5,1,0.5,0
3699,1,0.5,1,0,1
3700,1,0.5,0.5,0,0
3701,1,1,0,1,0
3702,0,0.5,0.5,0.5,1
3703,1,0.5,0,0.5,1
3704,0.5,0,0,0,1
3705,1,0.5,0,0.5,0.5
3706,1,1,0,0,1
3707,0,0.5,1,0,1
3708,0.5,1,0.5,0,1
3709,0.5,0,0,0,1
3710,0.5,0.5,1,1,1
3711,0.5,0,0,0,1
3712,0.5,1,0,0,1
3713,1,0.5,0,0,1
3714,0.5,0.5,0,0,1
3715,1,1,0,0.5,1
3716,1,1,1,0.5,1
3717,1,0.5,0.5,0,1
3718,0.5,0.5,1,0.5,1
3719,1,0.5,1,0,1
3720,1,0.5,1,1,1
3721,0.5,0.5,0,1,1
3722,1,0.5,1,0,0.5
3723,1,0.5,0,0,0.5
3724,1,0.5,0.5,1,1
3725,0,0.5,0.5,0,0.5
3726,1,0.5,0,1,1
3727,1,0,0,0,1
3728,1,1,0,0,0.5
3729,0,0,1,0,0.5
3730,1,0.5,0.5,0,0.5
3731,1,0.5,1,0,0
3732,1,0,0,0,0.5
3733,1,0.5,1,0,1
3734,0.5,0.5,1,0,0.5
3735,1,1,1,0,1
3736,1,0.5,0,1,0.5
3737,1,0.5,0,0,1
3738,1,1,1,0.5,0.5
3739,0.5,0.5,0,0,0
3740,1,1,0,0.5,1
3741,1,0.5,0,0,0.5
3742,1,0.5,0,0,0.5
3743,1,1,0.5,1,1
3744,0,0,1,0,1
3745,1,1,1,0,0.5
3746,0.5,1,1,0,1
3747,1,0.5,1,0,1
3748,1,1,1,0.5,0.5
3749,1,1,1,0.5,0.5
3750,1,0.5,0,0,1
3751,1,0.5,1,0.5,1
3752,0.5,1,1,0,0
3753,1,1,1,0,1
3754,1,1,0,0,0.5
3755,1,1,1,0,0.5
3756,0.5,0.5,1,0,1
3757,1,1,1,0,1
3758,0.5,1,0,0,1
3759,0.5,1,1,0,1
3760,0,0,1,0,0.5
3761,0,0.5,0,0.5,1
3762,1,1,1,0,0
3763,1,0.5,1,0,0.5
3764,1,1,1,0,1
3765,1,1,0,0,1
3766,0,0.5,1,0,0.5
3767,1,0.5,1,0,0.5
3768,0,1,0.5,1,0.5
3769,1,0,0,0,0.5
3770,1,0.5,0.5,0,0.5
3771,0.5,1,1,0.5,1
3772,0.5,0.5,0,0,0.5
3773,1,0.5,0,0,0.5
3774,0,0.5,1,0,1
3775,1,0.5,0,0,0.5
3776,1,0.5,0.5,0,1
3777,1,1,1,0.5,0.5
3778,1,1,1,0.5,0
3779,1,1,1,0.5,0
3780,0.5,0.5,0,0,1
3781,0.5,0.5,0.5,0,0.5
3782,0.5,0.5,0.5,1,0.5
3783,0.5,1,0,0.5,0.5
3784,0,0.5,0.5,0,0.5
3785,0.5,0.5,0,0.5,0.5
3786,0.5,0.5,0,0,0
3787,0.5,0.5,0.5,1,0.5
3788,1,0,0,0,0.5
3789,0.5,0.5,0.5,1,1
3790,0.5,0.5,0,0,0.5
3791,1,0,1,1,1
3792,0.5,0.5,0.5,1,0.5
3793,0,0.5,1,1,1
3794,1,0.5,0,0,0
3795,0,0,1,0,1
3796,0,0,0.5,1,1
3797,1,0.5,0,0,1
3798,0.5,1,1,0.5,0
3799,1,0.5,0,0,0.5
3800,0.5,0.5,0,0.5,0.5
3801,0,0,1,0,0
3802,1,0,1,0,1
3803,1,0.5,0,0,1
3804,1,0.5,1,0,1
3805,1,0.5,0,0.5,1
3806,0,0.5,1,0.5,1
3807,1,0,0,0,1
3808,0,1,1,1,0.5
3809,1,0.5,1,1,0
3810,1,0.5,0.5,0,1
3811,0.5,0.5,0,0,1
3812,0,0.5,0.5,0,1
3813,0.5,0.5,0,0,1
3814,0,0.5,1,0.5,1
3815,0.5,0.5,0,1,1
3816,0.5,0,0,0,1
3817,0.5,0.5,0.5,0,1
3818,1,0,1,0,0
3819,0.5,0.5,0.5,0,1
3820,0.5,0,0,0,1
3821,0.5,1,0,1,1
3822,0.5,0.5,0,0,0
3823,1,0,0,0,1
3824,0.5,1,1,1,0
3825,1,0.5,1,0,1
3826,0,0.5,0,0.5,1
3827,0.5,1,0.5,0,1
3828,1,0.5,1,1,1
3829,0.5,0.5,1,1,1
3830,1,0.5,0,1,1
3831,0.5,0.5,1,0,1
3832,0.5,0.5,0,0,0.5
3833,0,1,1,1,1
3834,1,0.5,0,0,1
3835,0.5,1,1,1,1
3836,0.5,0.5,0,0,0
3837,0.5,0.5,0.5,1,0.5
3838,0.5,0.5,1,0,1
3839,1,1,1,0,1
3840,1,0.5,1,0.5,0
3841,1,0.5,1,0,0
3842,1,0.5,1,0.5,0
3843,0.5,1,1,0.5,0
3844,1,0.5,1,0.5,0
3845,0.5,0.5,1,0.5,0
3846,0.5,0.5,1,1,0
3847,1,0.5,1,0,0
3848,0.5,1,0.5,0,0
3849,1,0.5,1,0,0
3850,1,0.5,1,1,0
3851,1,0.5,1,1,0
3852,1,0.5,0,0,1
3853,0.5,0,1,1,1
3854,1,0.5,1,1,1
3855,0,0.5,1,0,1
3856,1,1,1,1,1
3857,0.5,0.5,0,0,0.5
3858,1,1,1,0,1
3859,1,1,1,0,1
3860,1,0.5,0.5,0,0
3861,0,0.5,0,1,0.5
3862,0.5,0.5,0.5,1,1
3863,0.5,0.5,0.5,0,1
3864,0.5,0.5,0,0,0.5
3865,1,0,1,0,0.5
3866,0,0,1,0,0.5
3867,0.5,0.5,1,0,1
3868,1,0,1,0,0.5
3869,0.5,0.5,1,0,0.5
3870,1,0.5,1,0,0.5
3871,1,0.5,0.5,0,1
3872,0.5,0.5,1,0,1
3873,1,0,1,0,0.5
3874,1,0.5,1,0,1
3875,0.5,1,0.5,0,0.5
3876,1,0,1,0,0.5
3877,1,0.5,1,0,1
3878,1,0.5,1,0,1
3879,0.5,0,1,0,1
3880,1,0.5,0,0,1
3881,0.5,0.5,1,0,1
3882,0.5,1,0,0,1
3883,1,0,1,0,0.5
3884,1,1,0,0,0
3885,0,0,1,0,0.5
3886,1,1,1,1,0
3887,1,0.5,0.5,0.5,1
3888,1,0.5,0.5,1,1
3889,0.5,0.5,0.5,0.5,1
3890,0.5,1,0.5,0,1
3891,1,0.5,0.5,0.5,1
3892,0.5,0.5,0,0,0.5
3893,1,0,0,0,1
3894,0,0.5,0.5,0,1
3895,0.5,0.5,0,0,1
3896,0.5,0.5,1,1,1
3897,0.5,0.5,0.5,0,1
3898,0.5,0,0,0,1
3899,1,0.5,0,0,1
3900,0.5,0.5,0.5,0,0.5
3901,0.5,0.5,0,0.5,1
3902,1,0,0,0,1
3903,0.5,0.5,0,0,1
3904,1,0.5,0,0,1
3905,0,1,0.5,0,0.5
3906,0,1,0,0,0.5
3907,1,0.5,0,0,1
3908,1,0.5,0,0.5,0.5
3909,1,0.5,0,0,1
3910,1,0.5,0,0,0.5
3911,1,0.5,0.5,0,1
3912,0,0,0,0,0.5
3913,1,0.5,0,0,1
3914,1,0,1,1,1
3915,0,0,1,0,1
3916,0.5,1,0,0,1
3917,0.5,0.5,1,0,1
3918,0.5,0.5,0,0,1
3919,1,0,1,0,0.5
3920,0.5,0.5,0,0,1
3921,0.5,0.5,0,0,1
3922,1,0.5,0,0,1
3923,0.5,1,0,0,0.5
3924,0.5,1,1,0,1
3925,1,0.5,0,1,1
3926,0,0.5,1,0,0.5
3927,1,1,0,0.5,0.5
3928,0,0.5,0,0.5,0.5
3929,1,1,0,0.5,0
3930,1,0.5,0,0.5,0.5
3931,1,0.5,0,0,0.5
3932,0,1,0,0.5,0.5
3933,1,1,0,0.5,0.5
3934,1,1,0,0,1
3935,1,0,1,0,1
3936,1,0.5,1,0,1
3937,1,0.5,0,0,1
3938,1,0.5,0,0.5,0.5
3939,1,0,1,0,1
3940,1,0.5,0,0,1
3941,1,0.5,1,0,1
3942,1,0.5,1,0.5,1
3943,1,1,0,0,1
3944,1,0.5,1,0,1
3945,1,0,1,0.5,0.5
3946,0.5,0.5,0,0,0.5
3947,1,0.5,0,0,1
3948,1,1,1,1,1
3949,1,0,1,1,1
3950,1,0,1,1,1
3951,1,0.5,1,1,1
3952,1,0.5,1,0,1
3953,1,0.5,1,1,0.5
3954,1,1,0,0.5,0.5
3955,1,0.5,0,0.5,0.5
3956,0,1,0,0.5,0.5
3957,1,1,0,0.5,1
3958,1,1,1,0,1
3959,1,1,0,0.5,0.5
3960,1,1,0,0.5,0.5
3961,0,0.5,0,0.5,0.5
3962,0,1,1,0,0.5
3963,1,0.5,1,0,1
3964,1,1,0,0.5,0.5
3965,0.5,0.5,0,0,0.5
3966,1,0.5,0,0.5,1
3967,0.5,0.5,0.5,0,0.5
3968,0.5,0,0,0,0.5
3969,1,0.5,1,0.5,1
3970,0.5,0.5,0.5,0,0.5
3971,1,0.5,0,0.5,1
3972,1,0.5,0.5,0,0.5
3973,1,0.5,1,0.5,0.5
3974,0.5,0.5,0.5,0.5,0.5
3975,0.5,0.5,0,0,0
3976,0.5,0.5,0,0,0
3977,1,0.5,0,0,0
3978,0,0.5,0,0.5,0
3979,0.5,1,0,0,1
3980,1,0.5,0,0.5,0
3981,0.5,1,0,0.5,0
3982,1,0.5,0,1,0
3983,0.5,1,0,0.5,0.5
3984,1,1,0,0.5,0.5
3985,1,0.5,0,0.5,0
3986,1,0.5,0,0.5,0.5
3987,1,0.5,0,0.5,0.5
3988,0.5,0.5,1,0,0.5
3989,0.5,1,0.5,1,1
3990,0.5,0.5,1,1,1
3991,1,1,1,1,1
3992,1,0.5,0,0,1
3993,1,0.5,0,0,0.5
3994,1,0.5,0.5,0,0
3995,1,0.5,1,0,0.5
3996,1,1,1,1,1
3997,1,0.5,0.5,0,1
3998,0.5,0.5,1,0,1
3999,1,0.5,0.5,0.5,1
4000,0.5,0.5,1,1,0.5
4001,0.5,0.5,1,1,0.5
4002,0.5,1,0,0,0.5
4003,0.5,0.5,0,0,0
4004,1,0.5,0,0,1
4005,1,0.5,0.5,0,0
4006,0.5,0.5,1,1,0.5
4007,0.5,0.5,1,1,1
4008,1,0,0,0.5,0
4009,1,1,0.5,0,0.5
4010,1,0.5,1,1,1
4011,0.5,0.5,0,0,0
4012,1,0.5,1,0,0
4013,1,0.5,1,0.5,0
4014,1,0.5,1,1,0
4015,1,0.5,0,0,0
4016,1,0.5,1,0.5,0
4017,1,0.5,1,1,0
4018,1,0,1,0,0
4019,1,0.5,1,0.5,0
4020,1,0.5,1,0.5,0
4021,1,0.5,1,0.5,1
4022,0.5,1,1,0,0
4023,0.5,0,1,0,0
4024,1,1,1,1,0.5
4025,0.5,1,0,1,0.5
4026,1,0.5,1,1,0.5
4027,1,0.5,1,0.5,1
4028,1,0,0,1,0
4029,0.5,0.5,1,1,0.5
4030,0,1,1,1,0.5
4031,0.5,1,0,0,0.5
4032,0.5,0.5,0.5,0,0.5
4033,1,1,1,0,0.5
4034,0.5,0.5,0.5,0.5,0
4035,1,1,1,0.5,0
4036,1,1,1,0.5,0.5
4037,0.5,0.5,0.5,0.5,0
4038,0.5,0.5,0,0,0.5
4039,0.5,0,0.5,0.5,1
4040,1,0.5,0.5,0,0.5
4041,0.5,0.5,0,0.5,1
4042,0.5,0.5,0.5,0.5,0.5
4043,0.5,1,1,1,0
4044,0.5,1,0,0.5,0
4045,1,1,1,0.5,0.5
4046,0.5,0.5,0.5,0.5,0.5
4047,1,0.5,0,0,0
4048,1,0.5,0,1,0
4049,1,0.5,1,0,0
4050,1,0.5,1,0,0
4051,1,0.5,1,1,0
4052,1,0.5,0,1,0
4053,1,0.5,1,0.5,0
4054,1,1,0,0,0
4055,1,0.5,1,1,0
4056,1,0.5,0,0.5,0
4057,1,0.5,0,1,0
4058,1,0.5,0,0.5,0
4059,1,0.5,1,1,1
4060,1,0.5,1,1,0.5
4061,1,0,0,1,0
4062,1,0,1,0.5,1
4063,1,0.5,0.5,0,0
4064,1,0,0,0.5,0
4065,1,0.5,1,1,0.5
4066,1,0,0,0.5,0
4067,1,0,1,0.5,0.5
4068,1,1,0,1,0
4069,0.5,0.5,0,0,1
4070,1,1,1,0,0.5
4071,1,0.5,0,0,0.5
4072,0.5,1,0,0,1
4073,1,1,0,0,0.5
4074,0.5,0.5,0,0.5,0.5
4075,1,1,1,0,0
4076,1,0.5,0,0,1
4077,0.5,0.5,1,1,0
4078,1,0.5,0,0,1
4079,1,1,0,0.5,0.5
4080,0.5,0.5,0,0,1
4081,1,1,0,0,1
4082,0.5,0.5,0,0,1
4083,0.5,0.5,1,0.5,1
4084,0.5,0.5,1,1,1
4085,0.5,0.5,0,0.5,0.5
4086,0.5,0.5,0,0.5,1
4087,0.5,0.5,1,1,0.5
4088,1,0.5,1,1,0.5
4089,1,1,1,1,1
4090,0.5,0.5,0,0.5,1
4091,0.5,0.5,0,0,0
4092,1,0.5,1,1,0
4093,1,0,1,0,0
4094,0.5,0,1,0.5,0
4095,0.5,1,1,0.5,0
4096,1,0,1,0.5,0
4097,1,0.5,1,0,0
4098,1,0.5,1,0.5,0
4099,0.5,0.5,1,0.5,0
4100,0.5,0,1,1,0
4101,1,0.5,1,1,0
4102,1,0,1,0.5,0
4103,0,0.5,1,1,1
4104,1,1,0,1,0.5
4105,0,0.5,1,0,1
4106,1,0.5,0.5,1,0
4107,0,0.5,1,0,0
4108,0.5,0.5,0,1,1
4109,1,0,0.5,1,0.5
4110,1,0.5,0,1,0.5
4111,0,0,1,0.5,0
4112,1,0.5,1,1,1
4113,1,1,0,1,1
4114,1,0.5,0,1,0
4115,1,1,1,1,0.5
4116,0.5,0.5,0,0,0
4117,0,0,1,1,0
4118,1,0.5,0.5,0,1
4119,1,0.5,0.5,1,0.5
4120,0,0,0,0.5,0
4121,0,0.5,1,1,0.5
4122,1,0.5,1,0.5,1
4123,1,0.5,0.5,0.5,1
4124,0,0.5,1,1,0.5
4125,1,0.5,0.5,0.5,0
4126,1,0.5,0,0,0.5
4127,0.5,0.5,0,0,0.5
4128,1,1,0,0,1
4129,1,1,0,0,0.5
4130,1,1,1,0.5,0.5
4131,0.5,0.5,0,0.5,1
4132,0.5,1,1,0.5,0
4133,1,0,1,0.5,1
4134,0.5,0.5,0,0.5,1
4135,0.5,1,1,0,1
4136,0.5,0.5,0,0.5,0
4137,0.5,1,1,0.5,0
4138,0,0.5,0.5,1,0.5
4139,0,0.5,0.5,1,0.5
4140,1,0.5,0,0.5,0.5
4141,1,0.5,0,0.5,0
4142,1,0,0,0.5,1
4143,1,0,1,0.5,1
4144,1,0,0,1,0
4145,0.5,0.5,0.5,0.5,1
4146,1,0,1,0.5,1
4147,0,0.5,1,1,0.5
4148,0.5,0.5,0,1,0.5
4149,1,0.5,1,0,0.5
4150,1,0,1,0.5,0
4151,0.5,0.5,0.5,0.5,1
4152,0.5,0.5,0,0.5,1
4153,1,0.5,0,0,0.5
4154,1,1,0,0.5,0.5
4155,1,1,0,0,0.5
4156,1,0.5,0,0,0.5
4157,0.5,1,0,0.5,0.5
4158,1,0.5,0.5,0,1
4159,0.5,0.5,0,0,1
4160,0.5,0.5,0,0.5,1
4161,1,0.5,0,0.5,1
4162,1,0.5,0,1,0
4163,1,0.5,0,1,0
4164,0.5,0,0,0.5,1
4165,1,0.5,0.5,0.5,1
4166,0.5,0.5,0,1,0
4167,1,0.5,0,1,0
4168,1,0.5,0.5,0,0
4169,0,0.5,0.5,0,0
4170,1,0.5,0.5,0.5,0
4171,1,0.5,0.5,0.5,0
4172,1,0,1,1,0
4173,1,0.5,0,0.5,1
4174,1,0.5,0,0,0
4175,0.5,0,0,1,1
4176,0.5,1,0.5,0,0.5
4177,1,1,0,0,1
4178,0,0.5,0,0.5,0.5
4179,1,1,0,0,0.5
4180,1,0.5,1,0,1
4181,0,0.5,0.5,0.5,0
4182,1,0.5,0,0.5,0
4183,0.5,1,0,0,1
4184,0.5,1,0,0,1
4185,0,0.5,0.5,1,0.5
4186,0,0.5,0,0.5,0.5
4187,1,1,1,1,0.5
4188,1,0.5,1,0.5,0
4189,1,0,1,0,0
4190,0.5,1,0,0,0
4191,0.5,0.5,1,1,0
4192,1,0,1,0.5,0
4193,1,1,0,0.5,0
4194,1,0.5,1,0.5,0
4195,0.5,0,0,0.5,1
4196,0.5,0,0,1,0.5
4197,1,0,1,0,0
4198,1,0.5,1,0.5,0
4199,0.5,0.5,1,1,0
4200,1,0.5,0,0,0
4201,0,0.5,0.5,1,0.5
4202,0.5,0.5,0,1,1
4203,0.5,0.5,1,1,1
4204,0.5,1,0,1,1
4205,0,1,0,0,1
4206,0.5,0.5,0,1,0
4207,1,0.5,0,1,1
4208,1,0.5,0.5,0.5,1
4209,1,0.5,1,1,0
4210,1,0.5,1,0,0.5
4211,1,1,0,0.5,0.5
4212,0,0,0,0.5,0.5
4213,1,1,1,0,1
4214,0.5,0.5,0,0,0.5
4215,1,0.5,1,0,0
4216,1,0.5,0,0,0.5
4217,1,0.5,0,0,0
4218,0,1,0,0.5,0.5
4219,0,1,0,0.5,0.5
4220,1,1,0,0.5,0.5
4221,0.5,1,0,0.5,0.5
4222,1,1,0,0.5,0.5
4223,1,1,0,0,1
4224,0.5,0.5,0.5,1,0.5
4225,1,1,1,1,1
4226,1,0.5,1,0,1
4227,1,1,1,0,0
4228,1,0,1,0,1
4229,1,0.5,1,1,1
4230,1,0,0,1,1
4231,1,0.5,1,1,0
4232,1,0.5,1,1,1
4233,1,0.5,1,0,1
4234,1,0,0,1,0
4235,1,0.5,1,1,0.5
4236,0.5,0,0,0.5,1
4237,1,0.5,1,0,1
4238,0.5,0.5,1,0.5,0
4239,0.5,0.5,1,0,0.5
4240,1,0.5,1,0,1
4241,1,0.5,1,0,1
4242,1,1,0,1,1
4243,0.5,0.5,0,0,1
4244,1,0.5,1,0,1
4245,1,0.5,0.5,0,1
4246,1,0.5,0,1,1
4247,0,0.5,0,0,0.5
4248,1,0.5,1,0,1
4249,0.5,1,0.5,0,1
4250,0.5,0.5,1,1,1
4251,1,0.5,1,1,0
4252,0,1,0,0.5,0
4253,1,0.5,0,0.5,1
4254,1,0.5,1,1,0
4255,1,0.5,1,0.5,1
4256,0.5,1,1,0,1
4257,1,0.5,1,0,0.5
4258,0.5,0.5,0,0.5,0
4259,1,0.5,0.5,1,1
4260,1,0,0,1,1
4261,1,0,0,1,1
4262,1,0,0,1,1
4263,1,0,0,1,1
4264,1,0,0,1,1
4265,1,0,0,1,1
4266,1,0,0,0,1
4267,1,0,0,1,1
4268,1,0,0,1,0.5
4269,1,0,0.5,1,0.5
4270,1,0.5,0,1,0
4271,1,0,1,1,0
4272,0,0,0,1,1
4273,1,0.5,1,1,1
4274,1,0.5,1,1,1
4275,1,0.5,0,0.5,0
4276,1,1,0,0.5,0.5
4277,1,1,0.5,0,1
4278,1,1,0,0,1
4279,0,1,0,0.5,1
4280,1,0.5,1,1,0
4281,1,0.5,0,1,0
4282,1,1,0,0.5,1
4283,1,0.5,0,1,0
4284,1,1,0.5,0,0.5
4285,1,0.5,1,0,0
4286,1,1,0,0,1
4287,1,0.5,1,0,1
4288,1,0.5,1,0,1
4289,1,1,0,0.5,0
4290,1,0.5,1,1,0
4291,1,0.5,0,0.5,0.5
4292,1,0.5,1,1,0
4293,1,0.5,0.5,0,1
4294,1,1,0,0,0
4295,0.5,0.5,0,0,1
4296,1,1,0.5,1,1
4297,1,0.5,0,0,1
4298,0,1,1,0.5,1
4299,1,0.5,1,0,1
4300,1,0.5,1,1,1
4301,1,0.5,0,1,0
4302,1,0.5,0,1,1
4303,0.5,0.5,1,0,1
4304,1,1,0,0,1
4305,1,0.5,0,0.5,1
4306,0.5,0.5,1,0,0.5
4307,1,1,0,1,1
4308,0.5,0.5,1,0,1
4309,1,0.5,0,0,1
4310,1,0.5,0,1,1
4311,1,0.5,1,1,0.5
4312,0.5,0.5,1,0,1
4313,1,1,0,0,1
4314,1,1,0.5,0,0
4315,1,0.5,0.5,1,0
4316,1,0.5,1,0.5,0
4317,1,0,1,1,0
4318,0.5,0.5,1,0,0
4319,1,0,0,0,0.5
4320,1,1,0,0,0
4321,1,0.5,0,1,1
4322,0.5,0.5,0,0,0
4323,1,0.5,1,1,0
4324,1,0.5,0,1,1
4325,1,1,1,0,1
4326,1,0,1,0.5,1
4327,1,0.5,0.5,0,0
4328,1,1,0,0,0.5
4329,0.5,0,0.5,0.5,0
4330,1,1,0.5,0,1
4331,1,1,0,0.5,0
4332,0.5,1,0.5,0,0
4333,1,1,1,0,0
4334,1,1,1,0.5,1
4335,0.5,0.5,0.5,0,0
4336,1,0,0,0.5,1
4337,1,0,0.5,0,0
4338,1,1,0,0,1
4339,1,0.5,1,0.5,0
4340,1,0,0.5,0.5,1
4341,1,0,0.5,0.5,1
4342,1,1,0.5,0.5,0
4343,1,1,0.5,0,0
4344,1,0,0,0.5,1
4345,1,1,1,0.5,0.5
4346,1,1,0.5,0,0
4347,1,0,0,0.5,1
4348,1,1,0,0.5,0
4349,1,0,0,0.5,1
4350,1,0.5,0,0,0.5
4351,0,1,0.5,0,1
4352,0,1,1,0,1
4353,1,0.5,0.5,1,0
4354,1,0.5,0.5,0.5,1
4355,1,1,1,0.5,0
4356,0,1,0,0,1
4357,0,1,0.5,0,1
4358,1,0.5,0,0,1
4359,1,0.5,1,0.5,0.5
4360,1,0.5,0,0.5,0.5
4361,1,0.5,0.5,0.5,1
4362,1,1,0.5,0,1
4363,1,1,0,0.5,0.5
4364,1,0,0,0.5,1
4365,1,1,0,1,1
4366,1,1,1,0,1
4367,1,1,1,1,1
4368,0,0.5,1,0.5,0.5
4369,1,1,1,0,0
4370,1,1,0,0.5,1
4371,1,1,1,1,1
4372,1,0,1,0,1
4373,1,1,1,1,1
4374,1,1,0,0.5,1
4375,1,0,0.5,1,1
4376,1,0,0,0.5,0
4377,1,1,0,1,1
4378,0.5,0,0.5,1,1
4379,1,1,0,1,1
4380,1,0,0,0,1
4381,1,0.5,0,0,1
4382,1,1,0,1,0.5
4383,1,1,0,0.5,1
4384,1,1,0,0.5,1
4385,1,1,0,0.5,1
4386,1,0,0,0.5,1
4387,1,1,0,0.5,1
4388,1,1,0,1,1
4389,1,1,1,1,0.5
4390,1,1,1,1,1
4391,1,1,0.5,0.5,1
4392,1,0,0.5,1,1
4393,1,1,1,0.5,1
4394,1,0,0.5,1,1
4395,1,1,0,1,1
4396,1,1,0.5,0.5,1
4397,1,1,0,0.5,1
4398,1,0.5,0,1,1
4399,1,0.5,0.5,0,1
4400,1,0.5,0,0.5,1
4401,1,0.5,0,0.5,1
4402,1,0,0.5,1,1
4403,1,0,0.5,0.5,1
4404,1,0.5,0,1,1
4405,1,0.5,0,0.5,1
4406,1,0.5,0.5,0.5,1
4407,1,0.5,0,1,1
4408,1,0,0,0.5,1
4409,1,0.5,0.5,1,1
4410,1,0.5,0,1,0
4411,1,0.5,1,1,1
4412,1,0.5,0,0.5,1
4413,1,0.5,0,0.5,1
4414,1,0.5,0,0.5,1
4415,1,0.5,0,1,1
4416,1,0,0,0,1
4417,1,0,0.5,1,1
4418,1,0,0,0,1
4419,1,0.5,0.5,0.5,1
4420,1,0,0,0.5,1
4421,1,0.5,0,0.5,0
4422,1,1,0.5,0.5,0.5
4423,0,1,1,0,1
4424,1,0.5,1,0.5,1
4425,0,1,0,1,0
4426,0,1,0.5,0,1
4427,1,0,0.5,1,1
4428,0,0,0.5,0,1
4429,0.5,1,0,0.5,0.5
4430,1,0.5,0.5,1,1
4431,1,0.5,0.5,1,1
4432,1,0.5,0.5,0,1
4433,1,0.5,0.5,1,1
4434,0.5,0.5,0.5,0.5,1
4435,1,0.5,1,0.5,1
4436,1,0.5,0,0,1
4437,1,0.5,1,0,1
4438,0,1,0.5,0,1
4439,0,1,1,0,1
4440,0,1,0.5,0,0
4441,1,0.5,1,0.5,0.5
4442,0,1,0.5,0,1
4443,1,0,0,1,1
4444,1,0.5,0,0.5,1
4445,1,0.5,0.5,1,1
4446,1,0.5,0,0.5,1
4447,1,0.5,0.5,1,0
4448,0,0.5,0,0.5,1
4449,1,0,0,0,1
4450,1,1,0,1,1
4451,1,0.5,1,0,0.5
4452,1,0.5,1,0.5,0.5
4453,1,1,0,1,1
4454,1,1,1,1,0
4455,0.5,1,0,0.5,0.5
4456,1,1,0,1,0
4457,1,0.5,0,0.5,1
4458,1,0.5,0,0.5,0.5
4459,1,0.5,0,0,1
4460,1,0.5,0,1,0
4461,1,1,0,0,1
4462,0.5,0.5,0,0.5,0
4463,0,0.5,0,0,1
4464,0.5,0.5,0,0.5,0.5
4465,1,1,0,0.5,1
4466,0.5,0.5,0,0.5,0.5
4467,1,0.5,1,0,0
4468,0.5,0.5,0,1,0
4469,1,0,0,1,1
4470,0,1,1,0,1
4471,1,0.5,0.5,0.5,1
4472,1,0.5,0,1,1
4473,1,0.5,1,0,1
4474,1,0.5,0,0.5,1
4475,1,0.5,0,0,1
4476,1,1,1,0,1
4477,1,1,1,0,1
4478,1,0.5,1,0.5,1
4479,1,1,0,0.5,1
4480,0,1,1,0.5,1
4481,1,0,1,1,1
4482,0.5,0.5,0,1,1
4483,1,0.5,1,0.5,1
4484,1,0,0,1,0.5
4485,1,0.5,1,0.5,0
4486,1,0,0.5,1,1
4487,0.5,0,0,0.5,1
4488,1,0,0,1,0
4489,1,0,0.5,0.5,0.5
4490,1,0,1,1,1
4491,1,0.5,1,0.5,1
4492,0.5,0.5,0,0,1
4493,1,0.5,1,1,0
4494,1,0.5,1,1,1
4495,1,0.5,1,0.5,1
4496,1,1,1,0,1
4497,1,1,1,1,1
4498,1,1,0,1,1
4499,1,1,0,0,1
4500,1,1,0,1,1
4501,1,0.5,1,0.5,1
4502,1,0.5,0,1,1
4503,1,1,1,1,1
4504,1,0.5,0.5,1,1
4505,1,0,0,0.5,1
4506,1,0.5,0,0.5,0
4507,1,0.5,1,0,1
4508,1,0.5,1,1,0
4509,1,0.5,1,0.5,1
4510,1,0.5,0,0.5,1
4511,1,0.5,0.5,0.5,0
4512,0,0.5,0,0.5,1
4513,0.5,0.5,1,0,0
4514,1,0.5,1,0,1
4515,1,0.5,0.5,0,1
4516,1,0,0.5,0,0
4517,1,0.5,0,0.5,1
4518,1,1,0,0.5,1
4519,0.5,0.5,0.5,0.5,1
4520,1,0.5,0.5,1,1
4521,1,0.5,0.5,1,1
4522,0,0.5,0,0.5,1
4523,0,0.5,0.5,0,1
4524,0,0.5,0,0,1
4525,1,0.5,0.5,1,1
4526,1,1,0,0.5,1
4527,1,0.5,0,1,1
4528,1,1,0,0.5,1
4529,1,0.5,0.5,0,1
4530,1,0.5,0,0,1
4531,1,0.5,0,0.5,0
