,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
0,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,30,2,1,60,0,0,3,1,1,3,3,1,7,0,1,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,6,4,4,4,1,1,0,0,0,0,2,0,0,0,0,1,1,1,1,3,1,1,1,1
1,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,20,20,1,40,10,20,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,2,2,2,2,1,1,1,1,1,0,5,1,1,1,1,1,1,5,1,1,5,1,1,5
2,urbana,10150,0,0,0,1,1,1,6,6,6,1,1,1,1,6,6,1,7,0,7,6,1,6,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,2,3,1,5,2,1
3,urbana,10150,0,0,0,0,0,0,3,3,3,3,3,3,1,7,5,1,20,0,20,5,5,6,3,3,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,3,5,5,1,1,1,1,1,1,0,2,1,1,1,1,1,5,1,1,1,1,3,3,1
4,urbana,10150,1,0,1,1,1,1,6,6,6,6,6,6,1,4,4,1,15,0,15,4,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,3,1,1,3,3,3,2,2,1
5,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,30,2,1,60,0,0,3,1,1,3,3,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,6,4,4,4,1,1,0,0,0,0,2,0,0,0,0,1,1,1,1,3,1,1,1,1
6,urbana,10150,0,0,0,1,1,1,2,4,4,1,1,1,1,4,4,1,8,4,0,1,1,6,1,1,1,7,0,7,0,7,0,5,8,7,0,7,0,7,0,5,6,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,2,2,2,1,1,0,1,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,5,5
7,urbana,10150,0,0,0,0,0,0,6,4,4,4,4,4,1,4,4,1,3,0,3,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3,1,2,2,1,0,0,0,0,1,0,3,1,1,1,1,1,1,1,4,1,5,5,1,1
8,urbana,10150,0,0,0,0,0,1,7,6,4,6,4,1,1,3,3,1,5,0,5,4,6,6,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,2,2,1,0,1,1,1,0,0,3,1,1,1,1,2,2,1,3,1,3,1,3,3
9,urbana,10150,1,1,0,1,1,1,6,6,4,6,6,6,1,20,15,1,30,0,10,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,5,1,1,1
10,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,2,2,1,20,0,18,3,6,1,3,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,4,4,1,1,0,0,1,0,0,2,1,1,1,1,1,2,1,1,1,1,1,5,5
11,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,2,0,0,1,8,0,8,1,6,7,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,3,3,1,1,1,0,0,0,0,0,1,3,1,1,1,1,1,3,3,1,1,1,5,1,5
12,urbana,10150,1,0,0,1,0,1,6,4,4,6,3,1,2,0,0,1,5,4,1,1,6,1,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,2,2,3,1,1,0,1,1,0,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1
13,urbana,10150,0,0,0,0,0,0,6,3,3,3,3,6,1,4,4,1,5,0,5,5,6,6,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,4,1,1,1,1,1,0,4,1,0,0,1,1,3,1,1,1,5,5,2,3
14,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,2,2,1,3,0,3,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,0,1,0,0,0,0,2,0,1,1,1,1,5,1,3,1,3,3,3,3
15,urbana,10150,1,0,0,1,0,1,6,4,4,6,4,6,1,6,6,1,5,0,5,4,1,7,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,4,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,5,5,1,1,1,1,0,1,1,2,1,1,1,1,3,4,4,3,3,1,3,5,1
16,urbana,10150,1,0,1,0,1,1,6,3,6,3,6,6,2,0,0,1,3,0,3,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,7,7,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,3,1,4,1,1,1
17,urbana,10150,0,0,0,1,1,1,6,6,6,1,1,1,1,4,4,1,9,8,0,5,6,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1
18,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,10,10,1,8,0,8,3,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,1,1,1,0,1,1,0,2,1,1,1,0,1,1,1,1,1,1,5,1,1
19,urbana,10150,0,0,0,0,0,0,6,4,4,4,4,4,1,15,15,1,40,0,20,3,6,5,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,2,2,0,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,4,1,1,1
20,urbana,10150,0,0,0,0,1,1,6,4,4,4,1,1,1,8,8,1,5,0,5,4,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1
21,urbana,10150,0,0,0,0,0,0,3,3,3,3,4,3,1,8,8,1,30,0,30,3,3,7,3,1,1,2,10,7,0,5,4,2,2,2,30,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,2,4,4,2,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,1,5,1,1,5
22,urbana,10150,0,1,1,1,1,1,3,6,6,6,6,6,1,10,6,1,50,0,0,5,3,6,6,3,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,0,1,5,5,5,1,1,1,1,1
23,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,7,7,1,12,0,0,3,1,7,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,2,4,7,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
24,urbana,10150,0,0,0,0,0,0,2,3,3,6,6,6,1,10,10,1,22,0,0,1,6,7,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
25,urbana,10150,0,0,0,0,0,0,3,4,3,6,6,4,1,10,10,1,15,0,15,5,6,7,6,1,1,5,5,7,0,3,20,7,0,5,7,7,0,7,0,7,0,7,0,5,3,7,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,3,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,4,2,1
26,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,5,5,1,15,0,15,3,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2
27,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,10,10,1,15,0,9,6,6,6,6,6,1,7,0,7,0,7,0,2,5,2,3,7,0,7,0,7,0,7,0,3,1,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,1,1,1,0,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,4,1,1
28,urbana,10150,0,0,0,0,0,1,6,4,4,6,6,1,1,6,6,1,13,0,12,3,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,2,2,1,1,1,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1
29,urbana,10150,0,0,0,0,0,0,6,3,3,3,3,3,1,8,8,1,14,0,0,5,6,7,6,6,1,7,0,7,0,2,40,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,4,5,5,4,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,5,1
30,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,10,6,1,25,15,5,5,3,6,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,7,0,1,0,1,1,0,2,1,1,1,0,1,5,1,1,1,5,1,1,5
31,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,3,3,1,4,0,4,1,6,6,6,6,1,7,0,7,0,7,0,5,15,7,0,7,0,7,0,7,0,7,0,5,4,7,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,2,2,1,0,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,5,1,1
32,urbana,10150,1,1,0,1,1,1,6,6,4,6,1,1,1,2,2,1,12,0,12,1,1,1,1,1,1,2,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,2,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1
33,urbana,10150,0,0,0,0,0,1,6,6,6,6,6,6,1,5,5,1,10,0,10,5,6,6,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,5
34,urbana,10150,1,1,1,1,1,1,6,6,6,6,1,1,1,4,4,1,6,0,0,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,1,1,1,3,3,3
35,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,9,0,9,1,6,7,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,2,3,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,6,2,2,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
36,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,2,2,1,8,0,8,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,1,1,1,1,1,0,1,1,1,5,1,1,1,1,3,3,3,3,3,1,2,3,2
37,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,2,2,1,8,0,8,3,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3,2,2,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4
38,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,3,3,1,7,0,7,3,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,3,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,urbana,10150,0,0,0,0,1,1,6,3,3,3,1,1,1,4,4,1,6,0,6,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3
40,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,4,4,1,8,0,8,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1,1,2,2,2,0,1,1,1,0,0,3,1,1,1,1,1,3,3,3,3,1,1,1,5
41,urbana,10150,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,1,8,0,8,1,1,7,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2
42,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,8,8,1,15,0,15,1,6,6,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,4,0,1,0,1,0,1,2,1,1,0,0,1,3,1,1,1,3,3,1,1
43,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,6,6,1,16,4,12,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,12,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6,2,2,1,0,1,0,1,0,0,3,1,1,1,1,1,1,1,1,1,1,3,1,1
44,urbana,10150,0,0,0,1,1,1,6,3,3,1,1,1,1,6,6,1,15,0,15,5,6,6,5,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,4,4,4,4,1,3,3,3
45,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,4,4,1,8,0,8,1,6,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,2,7,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,3,1,1,1,1,0,1,0,1,1,0,2,1,1,1,1,3,3,3,3,3,3,1,3,3
46,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,4,4,1,12,0,10,3,6,7,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,6,3,3,3,1,1,0,0,1,0,1,1,0,1,1,1,2,1,1,1,1,1,5,1
47,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,4,4,1,4,0,4,1,6,6,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,1,1,2,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,5,1,5
48,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,6,6,1,6,0,6,6,6,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,3,1,1,5,3,5
49,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,4,4,1,2,2,0,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,3,1,7,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,1,3,4,2,4
50,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,4,4,1,3,0,3,1,6,6,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,4
51,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,7,7,1,7,1,6,6,1,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,2,2,2,1,4,2,3
52,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,6,0,1,10,0,4,6,6,6,6,6,6,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,2,2,1,1,1,1,0,1,0,3,1,1,1,1,2,2,1,2,1,4,4,2,2
53,urbana,10150,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,7,0,7,1,6,6,6,1,1,7,0,7,0,5,3,7,0,7,0,7,0,7,0,7,0,7,0,3,2,7,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,3,2,1,1,1,5,1,1
54,urbana,10150,0,1,1,1,1,1,2,6,6,6,6,6,1,3,3,1,8,0,8,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,5,1,1
55,urbana,10150,1,1,1,1,1,1,6,6,6,6,6,6,1,10,10,1,12,0,12,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,4,5,1,1
56,urbana,10150,0,1,1,1,1,1,2,6,6,6,1,1,1,2,2,1,5,0,5,1,6,6,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,4,1,2
57,urbana,10150,1,1,0,1,1,1,6,6,3,6,6,6,1,2,2,1,1,0,1,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4,2,2
58,urbana,10150,0,1,1,1,1,1,2,6,6,6,1,1,1,2,2,1,3,0,3,6,6,6,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,4,2,2
59,urbana,10150,0,1,1,1,1,1,2,6,6,6,1,1,1,2,2,1,6,0,6,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,2,2,1,1,1,1,0,1,0,4,1,1,1,1,1,4,1,1,1,1,4,3,2
60,urbana,10150,0,0,0,0,1,1,6,4,4,4,1,1,1,10,9,1,20,0,5,1,6,1,6,6,1,2,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1
61,urbana,10150,0,0,0,0,0,0,6,6,6,6,6,6,1,6,6,1,15,0,15,1,1,1,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6,5,5,1,1,1,1,1,0,0,3,1,1,1,1,1,3,1,1,1,1,1,1,5
62,urbana,10150,0,1,0,1,1,1,6,6,4,6,6,1,1,4,0,1,10,0,10,1,6,6,6,6,1,7,0,7,0,3,10,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,6,5,5,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,5
63,urbana,10150,1,0,0,0,0,0,6,4,4,4,4,4,1,2,2,1,8,6,2,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,2,2,2,1,1,1,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,5,1,1
