,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
10665,urbana,210150,0,0,0,0,0,1,6,4,4,6,4,1,1,2,2,1,3,0,3,6,6,5,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,6,2,2,2,1,0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,2
10666,urbana,210150,1,1,1,1,1,1,6,6,6,6,6,6,2,0,0,1,7,0,7,1,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,6,2,2,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2
10667,urbana,210150,0,0,0,0,0,1,2,6,6,6,6,1,1,2,2,1,4,0,4,6,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,3,2,2,2,1,1,1,0,1,1,1,4,1,1,1,1,1,1,1,2,2,3,1,1,2
10668,urbana,210150,0,0,0,0,0,1,2,6,6,6,6,1,1,4,4,1,5,0,5,6,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,2,2,1,1,0,0,1,1,0,3,1,1,1,1,1,2,1,2,2,2,4,1,2
10669,urbana,210150,0,0,0,1,1,1,2,4,4,1,1,1,1,2,2,1,6,0,6,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,4,3,3
10670,urbana,210150,1,0,0,0,0,1,6,3,3,3,3,1,1,2,0,1,3,0,3,6,3,1,3,3,1,5,4,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10671,urbana,210150,1,1,1,1,1,1,6,6,6,6,6,1,2,0,0,1,2,0,2,1,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,1,2,3,2,1,0,0,1,1,1,3,1,1,1,1,1,1,1,2,1,3,1,1,1
10672,rural,210150,0,1,1,1,1,1,2,7,7,6,6,1,1,4,4,1,2,0,2,6,1,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,1,0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,4,3,1,5,1
10673,rural,210150,0,1,0,1,1,1,2,6,6,6,6,1,1,2,2,1,6,0,6,6,1,1,6,1,1,7,0,7,0,5,2,1,10,7,0,7,0,7,0,7,0,5,10,7,0,7,0,0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1,4,1
10674,rural,210150,1,1,1,1,1,1,6,6,6,6,6,6,1,2,2,1,6,0,6,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,2,2,1,1,0,1,1,1,1,4,1,1,1,1,3,3,1,3,3,3,1,3,3
10675,rural,210150,0,1,1,1,1,1,2,6,6,1,6,6,2,0,0,2,0,0,0,1,1,2,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,3,1,1,4
10676,rural,210150,0,0,0,1,0,1,2,7,7,6,4,1,2,0,0,1,1,0,1,1,6,6,6,7,1,7,0,7,0,5,6,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3,1,1,1,1,1,1,1,0,0,1,4,1,1,1,1,1,2,1,1,1,1,1,5,1
10677,rural,210150,0,0,0,0,0,1,2,7,7,6,4,1,2,0,0,1,4,0,4,1,1,2,6,7,1,7,0,7,0,5,10,7,0,7,0,7,0,7,0,7,0,7,0,3,3,5,15,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,6,5,5,1,0,0,0,1,1,0,2,1,0,1,1,1,1,2,1,1,4,1,1,1
10678,rural,210150,0,1,1,1,0,1,2,7,7,7,4,1,1,6,6,2,0,0,0,7,1,7,1,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,2,2,1,1,2
10679,rural,210150,1,1,1,1,1,1,7,7,7,7,7,1,2,0,0,1,7,0,7,1,1,7,7,1,1,7,0,7,0,7,0,5,5,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,4,2,3,5,1,5,5,1
10680,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,2,0,2,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,3,1,7,7,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2
10681,rural,210150,0,1,1,1,1,1,2,7,7,6,6,1,2,0,0,1,2,2,0,1,1,6,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,3,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,2,4,4
10682,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,2,0,2,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,3,1,2,2,1,1,0,1,0,0,1,3,1,1,1,1,1,1,1,2,2,3,1,1,2
10683,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,1,4,4,2,0,0,0,1,6,7,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3,2,2,2,2,1,0,1,1,1,0,2,1,1,1,1,3,3,3,2,2,1,5,2,1
10684,rural,210150,0,1,1,0,0,1,2,7,7,5,5,7,1,2,2,1,2,0,2,1,6,6,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10685,rural,210150,1,1,1,1,1,1,6,6,6,6,6,6,2,0,0,1,1,0,1,1,6,1,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,5,1,1,1,1,1,1,5
10686,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,1,2,2,1,5,0,5,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10687,rural,210150,0,0,1,1,1,1,2,7,6,6,6,6,2,0,0,1,2,0,2,1,1,7,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1
10688,rural,210150,1,1,1,1,1,1,6,6,6,6,6,6,1,4,4,1,5,0,5,6,6,1,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10689,rural,210150,1,1,1,1,1,1,6,6,6,6,1,1,2,0,0,1,4,0,4,1,6,7,1,6,1,7,0,7,0,5,10,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,2,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,5,1,1
10690,rural,210150,1,1,1,1,1,1,6,6,6,6,6,6,1,2,2,1,6,0,6,1,1,7,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,2,2,2,2,0,0,0,0,0,0,3,1,1,1,1,1,1,1,5,1,1,2,2,1
10691,rural,210150,0,0,0,1,1,1,2,6,6,1,1,1,1,2,2,1,3,0,3,1,6,7,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3,1,2,2,1,1,0,0,1,0,0,1,1,1,1,1,1,1,5,1,1,1,1,1,5
10692,rural,210150,1,1,1,1,1,1,6,6,6,6,6,1,1,2,2,1,4,0,4,6,1,6,6,6,1,7,0,7,0,2,1,2,5,7,0,7,0,2,2,2,10,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1
10693,rural,210150,0,0,0,0,0,1,2,4,4,4,4,1,2,0,0,1,4,0,4,1,1,7,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,2,2,1,1,0,0,1,0,1,2,0,1,1,1,5,2,1,1,1,1,1,1,1
10694,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,1,4,4,1,4,0,4,5,6,6,5,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10695,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,3,0,3,6,1,2,6,6,1,7,0,7,0,7,0,5,15,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,2,2,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
10696,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,2,0,0,1,3,0,3,1,6,6,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10697,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,1,4,4,1,3,0,3,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,3,7,0,5,1,7,0,1,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10698,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,1,6,6,1,8,0,6,6,6,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10699,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,1,2,2,1,6,0,6,6,6,6,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10700,rural,210150,0,0,0,0,0,1,2,4,4,4,4,1,1,4,4,1,5,0,3,1,6,7,1,6,1,5,1,7,0,6,2,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3
10701,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,2,0,0,1,10,0,10,1,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1
10702,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,6,3,3,1,6,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10703,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,1,4,4,1,5,0,5,1,6,6,1,6,1,7,0,7,0,5,10,5,7,5,5,7,0,7,0,7,0,7,0,5,0,7,0,1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10704,rural,210150,0,0,0,0,0,1,2,6,6,6,3,6,1,2,2,1,6,0,6,1,1,2,6,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,1,1
10705,rural,210150,0,1,1,1,1,1,2,7,6,1,6,1,2,0,0,1,4,0,4,1,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,5,10,7,0,7,0,7,0,7,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,2
10706,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,2,0,1,6,6,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,5,1,1
10707,rural,210150,0,1,1,1,1,1,2,6,6,6,1,1,1,2,2,1,3,0,3,6,6,2,6,6,1,7,0,7,0,2,3,2,4,7,0,7,0,7,0,2,2,7,0,7,0,7,0,0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,2,2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,3,1
10708,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,8,0,8,6,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,1,1,2
10709,rural,210150,0,1,0,1,1,1,2,6,4,6,6,1,2,0,0,1,1,0,1,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,5,1,2,1,2
10710,rural,210150,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,6,0,6,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,2,1,5,2,1,1,1,1
10711,rural,210150,0,1,0,1,1,1,2,6,3,6,6,6,2,0,0,1,8,0,8,1,6,6,6,6,1,7,0,7,0,5,7,5,17,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
10712,rural,210150,1,1,1,1,1,1,6,6,6,1,1,1,1,6,6,1,14,0,13,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2
10713,rural,210150,0,1,1,1,1,1,2,6,6,6,6,6,2,0,0,1,2,0,2,1,6,2,6,6,1,7,0,7,0,5,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10714,rural,210150,0,1,1,1,1,0,2,6,6,6,1,3,1,2,0,1,4,0,2,1,6,7,1,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,1,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,1,1,1,0,0,0,1,1,1,1,1,1,3,1,2,3,1,4,3,2
10715,rural,210150,1,1,1,1,1,1,6,6,6,6,6,1,2,0,0,1,4,0,4,1,6,2,6,6,1,7,0,7,0,7,0,7,0,2,2,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,1,1,1,2
10716,rural,210150,0,0,0,0,0,0,2,3,3,3,3,3,1,2,2,1,5,0,5,1,3,2,3,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10717,rural,210150,1,1,1,1,1,1,6,6,6,6,6,6,1,8,8,1,4,0,4,6,6,6,6,6,6,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10718,rural,210150,0,0,0,1,0,1,2,4,4,1,4,1,2,0,0,1,2,0,2,1,6,7,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1,2,2,1,1,1,1,1,1,0,1,0,0,1,1,3,3,3,3,1,1,5,1,3
10719,rural,210150,0,0,0,1,0,1,2,4,4,1,4,1,1,2,2,1,7,0,5,4,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,1,2,1,1,0,0,1,0,0,1,1,1,1,1,1,3,1,1,1,1,5,2,1
10720,rural,210158,0,1,1,1,1,1,2,6,6,6,6,6,1,2,2,1,5,0,5,1,6,6,6,6,1,7,0,7,0,5,7,7,0,7,0,7,0,7,0,5,3,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,5,1,1
10721,rural,210158,0,0,0,1,1,1,2,4,4,1,1,1,2,0,0,1,3,0,3,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,1,1,1,1,0,1,1,1,4,1,1,1,1,2,2,2,2,2,3,4,1,1
10722,rural,210158,0,1,1,1,1,1,2,6,6,6,6,6,2,0,0,1,1,0,1,1,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,2,2,2,2,1,0,1,0,1,0,2,1,1,1,1,1,1,1,2,2,1,5,2,5
10723,rural,210158,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,3,0,3,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,1,1,3,3,3,4,2,3
10724,rural,210158,0,1,1,1,1,1,2,6,6,6,6,6,1,2,2,1,2,0,2,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,2,2,2,2,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,2
10725,rural,210158,1,1,1,1,1,1,6,6,6,1,1,1,2,0,0,1,3,1,2,1,6,7,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2
10726,rural,210158,1,1,1,1,1,1,6,6,6,6,6,6,1,4,4,1,5,0,5,1,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,4,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10727,rural,210158,0,0,0,0,0,1,2,7,4,4,4,1,2,0,0,1,4,1,2,1,1,7,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2,1,5,1,1
